track_id,artist_id
5k0XDJmWqxSwQk3NcU6KOK,1R2vMNz6qxQFMLynRurh3t
5k0XDJmWqxSwQk3NcU6KOK,1NfD2bCKgUMw2bwi8uosL5
16z7WHW69PxO2wLMJiJRAZ,1pWm8RcyiWZehSnb38i4fM
0HkYoZlRkD0H0NIiJsjJmd,1pWm8RcyiWZehSnb38i4fM
2Yw4Tp6KYCrqObgPRu76QA,1pWm8RcyiWZehSnb38i4fM
2Yw4Tp6KYCrqObgPRu76QA,3w6oKUR5lVtFtg6eMjgqao
6ApGuqqGIE5wFxhM19eEAh,1pWm8RcyiWZehSnb38i4fM
14e3qY7bYpScNphQv0rwnt,1pWm8RcyiWZehSnb38i4fM
45F32v9HKUsciNMyg8dla1,1pWm8RcyiWZehSnb38i4fM
60L1yiJltY9wDLHXW7WuhR,1pWm8RcyiWZehSnb38i4fM
0lVXASbHSlzbviR0IwOUmA,1pWm8RcyiWZehSnb38i4fM
0lVXASbHSlzbviR0IwOUmA,0FtsMKmZEq8fBWqdSOWtqp
4CkxSpkITNV1xNSxyVp76I,1pWm8RcyiWZehSnb38i4fM
6JgvGtJFNd6NQ3v13eqaJV,1pWm8RcyiWZehSnb38i4fM
5KMUAOJkpAwa3E0bVBOz5x,1pWm8RcyiWZehSnb38i4fM
5y91Nu6RaQQRmK3HUx0dBe,1pWm8RcyiWZehSnb38i4fM
5UYoVfifIsoq0tGC6byN5Q,1pWm8RcyiWZehSnb38i4fM
0xtaW4t6ho5Y7dBJWHwVpd,1J1pGfTqp5ReVIX8Z1Wzsg
2eDKuFa353Ke7WotnFss1w,1J1pGfTqp5ReVIX8Z1Wzsg
22MOnLpDbY236oCyxy79mA,1J1pGfTqp5ReVIX8Z1Wzsg
2ggLb03T4Ix3JEDUigvLQ0,1J1pGfTqp5ReVIX8Z1Wzsg
1opgZsZPJJhZuEytACUaKH,1J1pGfTqp5ReVIX8Z1Wzsg
1opgZsZPJJhZuEytACUaKH,5qhDQveADDnjIZQ85AtgDM
5WgmMTPOeTfmeSgOcxId0k,1J1pGfTqp5ReVIX8Z1Wzsg
0XsbkQP6mJJb2dwVdBFBLk,1J1pGfTqp5ReVIX8Z1Wzsg
5KLP4u2UJ06aoPOZvqCJAG,1J1pGfTqp5ReVIX8Z1Wzsg
0d38LCqdt9J1aAOiNVIldS,1J1pGfTqp5ReVIX8Z1Wzsg
4PZLbLNt6CsCwNvZSol1uZ,1J1pGfTqp5ReVIX8Z1Wzsg
3jSS2bSuGnT3uhC9GdoH17,1J1pGfTqp5ReVIX8Z1Wzsg
50PgHd8VAzLxtpozQsf0le,1J1pGfTqp5ReVIX8Z1Wzsg
5r7Zgt9fcfSScM5HwWltYM,3etG6GnkJEOu2WD8sCErNe
6GORe1xjxXx4qRye75htlh,3etG6GnkJEOu2WD8sCErNe
7yOfL7bxVgI5bs0t67FA2d,3etG6GnkJEOu2WD8sCErNe
0EinEvAI1nu2FGMbGNCNHy,3etG6GnkJEOu2WD8sCErNe
760FEq2Bo4jzGEuJI1lByW,3etG6GnkJEOu2WD8sCErNe
54Ol38FmZeVQLcAI8rpMHN,3etG6GnkJEOu2WD8sCErNe
53Z3GUP3rST3T3aMko6oLk,3etG6GnkJEOu2WD8sCErNe
5Bd67w0mWBmkOTO4OrghTf,3etG6GnkJEOu2WD8sCErNe
0gofVwodVNCTUjNpgCzON6,3etG6GnkJEOu2WD8sCErNe
2aeaJVKN7tytiBO5Hh5lBe,335TWGWGFan4vaacJzSiU8
5cXscXgLS3SfIwAmEjHN3H,3bg5rmICvmA8dmYVAdKGYH
7zcIRCrn6Ee7KvynJwQUyx,3bg5rmICvmA8dmYVAdKGYH
4urTA09uadifWz1NpDPcW4,3bg5rmICvmA8dmYVAdKGYH
2hpV7HgLqHp70fykUxyay1,3bg5rmICvmA8dmYVAdKGYH
0Hh09VwsjC67FlO12frFuU,3bg5rmICvmA8dmYVAdKGYH
2WEcvOAvHLfXybFgkdBFpj,3bg5rmICvmA8dmYVAdKGYH
5N7NWElyOHHgP0M5agDuM5,3bg5rmICvmA8dmYVAdKGYH
1HV4z0mLxtUm22ee6qm9yt,3bg5rmICvmA8dmYVAdKGYH
2n8TyIihmB0LCOZR2jQw85,3bg5rmICvmA8dmYVAdKGYH
05pdvXINdrzLAAO3wsGzcV,3bg5rmICvmA8dmYVAdKGYH
78TIqijU8NxQoqC1fSOxo7,3bg5rmICvmA8dmYVAdKGYH
57edrlN0230hrXhLrbctAE,0uCCBpmg6MrPb1KY2msceF
6iyzeFU19AHnaiBnkJAJGh,1ah87EalVGzB4AEfY7zm2u
6qTBPeIYyOnxUqBe6sfmSm,1ah87EalVGzB4AEfY7zm2u
1rRfqOOFunkjlunprbKjkn,1ah87EalVGzB4AEfY7zm2u
